Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,Attack_cat
108109.8,6,192.8,2023.0391784692376,2023.0391784692376,0,0,0,0,0,1,0,0,0,0,0,110.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1219.8,66,494.4,158.42333333333332,172.03347236328554,494.4,0.000372815,5.5,16.167115806000897,243.29206979829544,100371.59455555557,0.3,38.5,
120051,6,64,2123.8636149448453,2123.8636149448453,0,0,0,0,0,1,0,0,0,0,0,120.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,13161,66,1494,825.4961053858422,700.6530333697085,1494,169323394.6601928,13.5,40.44207599345921,991.9649215533552,492097.2447000461,1,244.6,
134991,6,64,2265.8272835695952,2265.8272835695952,0,0,0,0,0,1,0,0,0,0,0,130.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,0.000125003,5.5,54.66260147,0,0,0,38.5,
149931,6,64,2397.9835806713936,2397.9835806713936,0,0,0,0,0,1,0,0,0,0,0,140.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,23157,1494,1494,1494,0,1494,169323394.66036507,13.5,54.66260147,0,0,0,244.6,
164871,6,64,2550.3342471303195,2550.3342471303195,0,0,0,0,0,1,0,0,0,0,0,150.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,3.881454467773438e-05,5.5,54.66260147,0,0,0,38.5,
179811,6,64,2664.993455777967,2664.993455777967,0,0,0,0,0,1,0,0,0,0,0,160.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,23157,1494,1494,1494,0,1494,169323394.66067398,13.5,54.66260147,0,0,0,244.6,
194751,6,64,2804.536773013294,2804.536773013294,0,0,0,0,0,1,0,0,0,0,0,170.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,3.671646118164063e-05,5.5,54.66260147,0,0,0,38.5,
209691,6,64,2951.7429859905174,2951.7429859905174,0,0,0,0,0,1,0,0,0,0,0,180.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,23157,1494,1494,1494,0,1494,169323394.6606229,13.5,54.66260147,0,0,0,244.6,
223774.2,6,119.2,3007.407839682884,3007.407839682884,0,0,0,0,0,1,0,0,0,0,0,190.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,7360.2,1065.6,1494,1401.5766666666666,172.03347236328554,1065.6,0.000654888,5.5,52.86075735842708,243.29206979829547,100371.59455555557,0.3,38.5,
227433,6,248,2889.884857000113,2889.884857000113,0,0,0,0,0,1,0,0,0,0,0,200.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,11019,66,1494,734.5038946141578,700.6530333697085,66,169323394.6617365,13.5,38.25997654,991.9649215533552,492097.2447000461,1,244.6,
228093,6,248,2928.4956103595405,2928.4956103595405,0,0,0,0,0,1,0,0,0,0,0,210.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,363,66,66,66,0,66,0.000254607,5.5,11.489125293076055,0,0,0,38.5,
231751.8,6,137.6,2968.978468854258,2968.978468854258,0,0,0,0,0,1,0,0,0,0,0,220.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,4021.8,66,922.8,230.7222807017544,324.97387875677106,922.8,169323394.6620758,13.5,19.838324451540373,455.9655099001434,178954.11453339492,0.6,244.6,
245835,6,64,3080.8225532338583,3080.8225532338583,0,0,0,0,0,1,0,0,0,0,0,230.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,3.449916839599609e-05,5.5,54.66260147,0,0,0,38.5,
256633.8,6,174.4,3195.057343935314,3195.057343935314,0,0,0,0,0,1,0,0,0,0,0,240.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,19015.8,66,1494,1240.6066703471968,533.6585015616886,637.2,169323394.6621456,13.5,49.89176702974517,751.0901337295712,286519.71339651773,1,244.6,
263291.4,6,119.2,3270.4876515392143,3270.4876515392143,0,0,0,0,0,1,0,0,0,0,0,250.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,4361.4,66,1065.6,596.2299999999999,475.7478130556378,1065.6,7.43865966796875e-05,5.5,31.58195668,672.8090094926227,324025.35500000004,0.7,38.5,
277231.8,6,82.4,3389.9267502070043,3389.9267502070043,0,0,0,0,0,1,0,0,0,0,0,260.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,18301.8,66,1494,1176.5092080726292,592.3261841303716,1351.2,169323394.66218328,13.5,48.47187591757788,839.2271929070579,352626.5603386136,1,244.6,
291315,6,64,3503.255636461215,3503.255636461215,0,0,0,0,0,1,0,0,0,0,0,270.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,5.500316619873047e-05,5.5,54.66260147,0,0,0,38.5,
306255,6,64,3611.7587162740538,3611.7587162740538,0,0,0,0,0,1,0,0,0,0,0,280.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,23157,1494,1494,1494,0,1494,169323394.66227552,13.5,54.66260147,0,0,0,244.6,
321195,6,64,3567.841845197921,3567.841845197921,0,0,0,0,0.1,1,0,0,0,0,0,290.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,0.000601292,5.5,54.66260147,0,0,0,38.5,
336135,6,64,3571.984616921842,3571.984616921842,0,0,0,0,0,1,0,0,0,0,0,300.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,23157,1494,1494,1494,0,1494,169323394.6629289,13.5,54.66260147,0,0,0,244.6,
351075,6,64,3674.657616350381,3674.657616350381,0,0,0,0,0,1,0,0,0,0,0,310.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,3.969669342041016e-05,5.5,54.66260147,0,0,0,38.5,
366015,6,64,3778.220801217135,3778.220801217135,0,0,0,0,0,1,0,0,0,0,0,320.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,23157,1494,1494,1494,0,1494,169323394.6630139,13.5,54.66260147,0,0,0,244.6,
380955,6,64,3877.364457582549,3877.364457582549,0,0,0,0,0,1,0,0,0,0,0,330.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,2.589225769042969e-05,5.5,54.66260147,0,0,0,38.5,
394966.8,6,82.4,3979.613271469433,3979.613271469433,0,0,0,0,0.1,1,0,0,0,0,0,340.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,22228.8,637.2,1494,1440.9958771929826,202.4393496910164,1279.8,169323394.66305038,13.5,53.73824532441206,283.22527763239174,66960.97488080947,0.6,244.6,
400839,6,248,4011.714781,4011.714781,0,0,0,0,0,1,0,0,0,0,0,350.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,363,66,66,66,0,66,0.000301409,5.5,11.489125293076055,0,0,0,38.5,
401499,6,248,3999.57932,3999.57932,0,0,0,0,0,1,0,0,0,0,0,360.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1023,66,66,66,0,66,169323394.6637185,13.5,11.489125293076055,0,0,0,244.6,
402159,6,248,3965.8251378056175,3965.8251378056175,0,0,0,0,0,1,0,0,0,0,0,370.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,363,66,66,66,0,66,0.000548291,5.5,11.489125293076055,0,0,0,38.5,
402819,6,248,3918.525064,3918.525064,0,0,0,0,0,1,0,0,0,0,0,380.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1023,66,66,66,0,66,169323394.6646309,13.5,11.489125293076055,0,0,0,244.6,
403479,6,248,3909.339177191133,3909.339177191133,0,0,0,0,0,1,0,0,0,0,0,390.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,363,66,66,66,0,66,0.000186014,5.5,11.489125293076055,0,0,0,38.5,
323430.4,6,198.7,3029.613905911584,3029.613905911584,0,0,0,0,0.1,1,0,0,0,0,0,319.9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1175.2,66,218.2,73.81026315789474,33.57850291647635,142.1,169323394.6999673,13.5,12.10406705079129,48.06315789473684,5775.167867036011,0.2,244.6,
203983.2,6,100.8,685.1356457225482,685.1356457225482,0,0,0,0,0.7,1,0,0,0,0,0,205.4,0,0.5,0,0,0,0,0,1,0,0,0,0,0,1,1,2921.3,229,1494,687.1376587301586,541.0169632074173,358.9,0.009054089,5.5,36.121383775142576,765.1135268418354,327009.43517534324,0.9,38.5,
427.8,6,64,2.8618801144231822,2.8618801144231822,0,0,0,0,0.2,1,0,0,0,0,0,5.2,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,3987.2,66,1494,264.1939618181956,448.1693874747998,69.7,169323394.6952694,13.5,22.965654630753857,635.0639133837319,202762.2008698193,1,244.6,
82131.1,6,81.9,269.17877395194984,269.17877395194984,0,0.1,0.2,0,0.4,0.8,0,0,0.1,0.5,0,84.8,0,0.3,0,0,0,0,0,1,0,0,0,0,0,1,1,1042.3,66,627.9,179.27003968253968,199.9535812456996,162.6,0.050219798,5.5,18.62030011393925,282.7770664427388,50928.68314416415,0.9,38.5,
460.6,6,64,331.08007581600754,331.08007581600754,0,0.1,0.2,0.2,0.4,0.7,0,0,0.6,1.4,0.7,4.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2009.7,55.2,827,131.6930870668719,188.6264144,72.1,169323394.7449475,13.5,16.229363386521587,267.32437742349805,35977.39213494341,1,244.6,
458.8,6,64,725.6755317025334,725.6755317025334,0,0.3,0.1,0.2,0.3,0.8,0,0,1,1.7,1.1,4.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,373.8,57.2,82,67.88678571428571,8.886490641,69.3,0.000532603,5.5,11.648129575113694,12.56739558675265,94.88831732,0.9,38.5,
404.6,6,64,511.24227034736975,511.24227034736975,0,0.1,0.3,0.2,0.2,0.7,0,0,0.9,1.9,0.3,4.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1071,54,91,69.21466614,9.943754192414062,67.8,169323394.74872142,13.5,11.760268568037905,14.047355984758465,98.87107732501444,1,244.6,
530.4,6,64,346.3235769824961,346.3235769824961,0,0.3,0.1,0.4,0.3,0.5,0,0,1.4,1.7,1.2,4.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,602.1,61.7,292,98.88011904761905,73.33310272881269,136.5,0.000632691,5.5,13.900045110572808,103.70866844998636,14487.843983985262,0.9,38.5,
780.2,6,64,535.5502592869268,535.5502592869268,0,0.2,0.2,0.2,0.2,0.7,0,0,1.4,1.7,1.5,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1763.8,54,761,115.46610475953358,172.39814196965594,69.3,169323394.7485039,13.5,15.198202040246937,244.3299377728601,30066.29016329954,1,244.6,
647.5,6,64,668.8934538911774,668.8934538911774,0,0.3,0.2,0,0.4,0.9,0,0,1,1.7,0.6,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,403.2,67.4,86.6,73.77035714285714,6.880526676068944,72.3,0.000729513,5.5,12.145056348623145,9.730534141566572,53.92340348639456,0.9,38.5,
353.8,6,64,700.0718273448343,700.0718273448343,0,0.1,0.2,0.4,0.2,0.5,0,0,0.8,1.5,0.6,3.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1089.2,54,91,70.25162557686551,10.055567261232694,66.7,169323394.7498765,13.5,11.85473688,14.255376807408052,101.9926666,1,244.6,
394.5,6,64,893.4151235005653,893.4151235005653,0,0.2,0.2,0.2,0.3,0.7,0,0,0.8,1.6,0.9,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,400.1,63.8,87.7,73.78757936507937,7.986601103057683,69.5,0.00064199,5.5,12.145808579107667,11.294759597208095,72.86371521478961,0.9,38.5,
394.5,6,64,834.5904278904156,834.5904278904156,0,0.2,0.2,0.2,0.3,0.7,0,0,0.8,1.6,0.9,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1099.3,54,91,71.02624596,10.715842620585848,69.5,169323394.8,13.5,11.919913905148992,15.189147175506047,115.55420984527191,1,244.6,
394.5,6,64,823.4364874934461,823.4364874934461,0,0.2,0.2,0.2,0.3,0.7,0,0,0.8,1.6,0.9,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,407.5,66.8,89.9,76.54424603174604,7.593453026917454,69.5,0.000547314,5.5,12.366317992135851,10.738764255909697,66.90064114071554,0.9,38.5,
394.5,6,64,790.0200487924616,790.0200487924616,0,0.2,0.2,0.2,0.3,0.7,0,0,0.8,1.6,0.9,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1100.5,54,91,71.11635585,10.70562425608031,69.5,169323394.7518946,13.5,11.927427813766933,15.174696225837048,115.32438252973034,1,244.6,
394.5,6,64,754.4728734907599,754.4728734907599,0,0.2,0.2,0.2,0.3,0.7,0,0,0.8,1.6,0.9,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,406.7,66,89.9,76.26424603174603,7.801976189201317,69.5,0.000728893,5.5,12.344267617846086,11.033660540080463,69.6996041,0.9,38.5,
354.4,6,64,650.8987030533045,650.8987030533045,0,0.3,0.2,0,0.5,0.9,0,0,0.7,1.4,0.6,3.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1111.8,54,91,71.69802251326246,10.494394887754416,75.8,169323394.7531641,13.5,11.966669749576392,14.750011683190616,109.15674120419426,1,244.6,
407.3,6,64,654.7730447568575,654.7730447568575,0,0.1,0.2,0.3,0.2,0.6,0,0,0.8,1.7,1,3.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,350,54,70.6,61.771746031746034,6.638704362426191,65.8,0.000417495,5.5,11.108531260268617,9.388545746,55.34494834971025,0.8,38.5,
394.5,6,64,766.1566106786759,766.1566106786759,0,0.2,0.2,0.2,0.3,0.7,0,0,0.8,1.6,0.9,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1049.4,54,91,67.74261753769107,10.290242042503165,69.5,169323394.7539618,13.5,11.634158186877666,14.52914975907286,105.8379977735376,1,244.6,
421.8,6,64,805.1561707816437,805.1561707816437,0,0.2,0.2,0.3,0.2,0.6,0,0,0.9,1.7,1.1,3.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,388.8,59.7,91,73.7122619,10.19399614272482,66.9,0.000446105,5.5,12.129067571520816,14.416487599820456,118.58842899659864,0.9,38.5,
394.5,6,64,824.7955039390029,824.7955039390029,0,0.2,0.2,0.2,0.3,0.7,0,0,0.8,1.6,0.9,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1074.5,54,91,69.37755019833966,11.227110339733446,69.5,169323394.7548547,13.5,11.780217947285704,15.915713525037564,126.91353713450415,1,244.6,
354.4,6,64,863.3313240080033,863.3313240080033,0,0.3,0.2,0,0.5,0.9,0,0,0.7,1.4,0.6,3.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,418.8,70.4,89.9,77.74646825396825,6.9133837882631255,75.8,0.000566602,5.5,12.466230128526227,9.777001115251998,53.97525225182666,0.9,38.5,
525.3,6,64,704.7177053424803,704.7177053424803,0,0.1,0.2,0.3,0.1,0.6,0,0,0.8,1.6,1,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1113,55.2,91,72.05418678758463,10.122889801936466,64.4,169323394.7557966,13.5,12.011002325344652,14.251006282334057,102.00414396512008,1,244.6,
649.9,6,64,560.6273492657044,560.6273492657044,0,0.2,0.2,0.1,0.2,0.8,0,0,0.7,1.3,0.8,5.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,616.8,54,321.4,100.08551587301588,90.03019208568313,109.3,0.000509501,5.5,13.930301588843571,127.32191867062797,13022.126238079494,0.9,38.5,
616.1,6,64,472.4548565608482,472.4548565608482,0,0.2,0.2,0,0.2,0.9,0,0,0.6,1.2,0,5.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1482.8,54,491,96.51247679822757,105.27998352312665,71.5,169323394.7566355,13.5,13.893417338556324,149.22257096523035,11218.04898573124,1,244.6,
1393.3,6,64,542.8958182,542.8958182,0,0.1,0.1,0,0.4,1,0,0,0.2,1.6,0,8.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1126.4,66.8,815.6,202.77773809523808,277.4280382483413,163.6,0.001051092,5.5,19.58781785318964,392.34249427336607,98112.16472,0.9,38.5,
1402.6,6,64,147.45860338425933,147.45860338425933,0,0,0,0,0.8,1,0,0,0,0.4,0,10.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2626.7,66,1001,168.46895467191905,275.1847285104473,165.6,169323394.82578558,13.5,18.349916818672902,390.0866071763511,76381.46301,1,244.6,
465.9,6,64,2354.503906022086,2354.503906022086,0,0,0,0,0.3,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,399,69.4,84.8,74.83428571428571,6.777268679947269,71.5,3.821849822998047e-05,5.5,12.227573156905148,9.584505283027829,56.01403854875284,0.9,38.5,
1111.6,2.4,25.6,7.726250679416093,7.726250679416093,0,0,0,0,0.1,0.4,0,0,0,0,0,8,0,0,0,0,0,0,0,0.4,0,0,0.6,0,0,0.4,0.4,1170.7,51.6,204,75.36202625719655,34.60592985650918,75.9,169323394.81425688,13.5,12.278252070658054,49.08241106622368,1512.7532729784734,1,244.6,
1851.8,6,64,4.085870148,4.085870148,0,0,0,0,0.8,1,0,0,0,0,0,14.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,611.1,66,261.2,104.41523809523808,67.60382733584825,106.6,0.088671708,5.5,14.348944952143611,95.60624949,6340.337892,0.9,38.5,
517.7,6,64,2076.077549493933,2076.077549493933,0,0,0,0,0.2,1,0,0,0,0,0,6.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1493.8,66,340,97.43288737019772,65.63890749923854,72.7,169323394.8916637,13.5,13.962641915058787,93.00667175982616,4347.837404292934,1,244.6,
290.8,8.2,89.5,5309.302977491589,5309.302977491589,0,0,0,0,0.4,0.8,0,0,0,0,0,3,0,0,0.1,0,0,0,0,0.8,0.2,0,0,0,0,1,1,497,73.6,132,89.33575396825397,18.74837989,103.5,0.058477998,5.5,13.356764131648628,26.514213113974563,694.3533474899219,0.9,38.5,
373887.6,7.1,64,201.23962425020372,201.23962425020372,0,0,0,0,0.1,0.9,0,0,0,0,0,373.5,0,0.9,0.1,0,0,0,0,0.9,0.1,0,0,0,0,1,1,6820,66,1369.2,406.6106410140427,508.8752856,1225.2,169323394.9780184,13.5,27.54254832487124,718.2022060920938,291946.51693192386,1,244.6,
423029,6,229.6,136.6239162413466,136.6239162413466,0,0,0,0,0,1,0,0,0,0,0,424.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1791,208.8,1494,484.2566666666668,495.8031592982492,208.8,0.001243711,5.5,29.43292379154573,701.1715521470121,281244.36388888897,0.9,38.5,
431543,6,64,139.5889089500815,139.5889089500815,0,0,0,0,0,1,0,0,0,0,0,434.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,10305,66,1494,634.4949926389398,677.0597006745008,1494,169323395,13.5,35.19968739114239,957.8732026611412,461408.9319,1,244.6,
446483,6,64,142.73361320941817,142.73361320941817,0,0,0,0,0,1,0,0,0,0,0,444.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,5.390644073486328e-05,5.5,54.66260147,0,0,0,38.5,
453569,6,248,145.4275035774751,145.4275035774751,0,0,0,0,0,1,0,0,0,0,0,454.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,15303,66,1494,1021.0055637345112,639.3339025404807,66,169323394.96830878,13.5,45.10214192667089,904.0147245106388,417516.8546401157,1,244.6,
458227.4,6,119.2,148.4600532162611,148.4600532162611,0,0,0,0,0,1,0,0,0,0,0,464.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,4361.4,66,1065.6,596.2299999999999,475.7478130556378,1065.6,0.000370812,5.5,31.58195668,672.8090094926227,324025.35500000004,0.7,38.5,
472739,6,64,151.52152679848703,151.52152679848703,0,0,0,0,0,1,0,0,0,0,0,474.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,18873,66,1494,1207.4983308796466,567.7655928559701,1494,169323394.96781412,13.5,49.10721993760591,804.4707333046374,325090.5028439998,1,244.6,
487679,6,64,154.67419730959296,154.67419730959296,0,0,0,0,0,1,0,0,0,0,0,484.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,0.000133681,5.5,54.66260147,0,0,0,38.5,
502619,6,64,157.80110736434528,157.80110736434528,0,0,0,0,0,1,0,0,0,0,0,494.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,23157,1494,1494,1494,0,1494,169323394.9679616,13.5,54.66260147,0,0,0,244.6,
511133,6,229.6,160.55360945166004,160.55360945166004,0,0,0,0,0,1,0,0,0,0,0,504.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1791,208.8,1494,484.2566666666668,495.8031592982492,208.8,0.001057696,5.5,29.43292379154573,701.1715521470121,281244.36388888897,0.9,38.5,
511793,6,248,163.55692581756688,163.55692581756688,0,0,0,0,0,1,0,0,0,0,0,514.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2451,66,1494,161.5005563734511,354.8546541925183,66,169323394.96940088,13.5,17.96594315225633,502.9210854911808,127395.44822913948,1,244.6,
520307,6,64,166.52066939628546,166.52066939628546,0,0,0,0,0,1,0,0,0,0,0,524.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,0.000195003,5.5,54.66260147,0,0,0,38.5,
535247,6,64,169.6751162293113,169.6751162293113,0,0,0,0,0,1,0,0,0,0,0,534.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,23157,1494,1494,1494,0,1494,169323394.9695337,13.5,54.66260147,0,0,0,244.6,
550187,6,64,172.82108686512896,172.82108686512896,0,0,0,0,0,1,0,0,0,0,0,544.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,4.701614379882812e-05,5.5,54.66260147,0,0,0,38.5,
565127,6,64,175.9310533793457,175.9310533793457,0,0,0,0,0,1,0,0,0,0,0,554.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,23157,1494,1494,1494,0,1494,169323394.9700065,13.5,54.66260147,0,0,0,244.6,
580067,6,64,179.00309760733742,179.00309760733742,0,0,0,0,0,1,0,0,0,0,0,564.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8217,1494,1494,1494,0,1494,0.000133014,5.5,54.66260147,0,0,0,38.5,
