Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,Attack_cat
933.8,6,64,2.299825550583124,2.299825550583124,0,0,0,0,0.5,1,0,0,0,0,0,11.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,445,67.8,100.4,80.34900793650795,13.148305008490942,80.6,0.078779721,5.5,12.674263372290977,18.594511265225982,206.7465020628621,0.9,38.5,
173.4,1.2,12.8,2.3795095043415406,2.3795095043415406,0,0,0,0,0.1,0.2,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0.2,0,0,0.8,0,0,0.2,0.2,1165.4,61.2,111,75.72845966039463,16.32514754900653,63,169410534.75994778,13.5,12.309633306928824,23.11178373159628,267.1119004539518,1,244.6,
0,0,0,2.39950423,2.39950423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.008246994,5.5,10.954451150103322,0,0,0,38.5,
628.4,4.2,44.8,2.0200076040916124,2.0200076040916124,0,0,0,0,0.4,0.7,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0.7,0,0,0.3,0,0,0.7,0.7,989.6,60,90.1,63.34841368126198,7.757122075,74.4,169410534.7005789,13.5,11.245622882599292,10.93673120302948,92.95752302916716,0.7,244.6,
604.7,6,64,1.433345571292806,1.433345571292806,0,0,0,0,0.5,1,0,0,0,0,0,7.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,415,66,85.2,74.42527777777778,9.154109865623822,76.4,7.231235504150391e-05,5.5,12.197721717845864,12.94586632341856,93.37481537,0.9,38.5,
346.7,1.8,19.2,2.316646986005141,2.316646986005141,0,0,0,0,0.1,0.3,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0.3,0,0,0.7,0,0,0.3,0.3,1150.7,61.8,108.7,74.61292903,13.700207067551696,66.3,169410534.6988197,13.5,12.219434765249115,19.390544547872537,189.22306839657955,1,244.6,
0,0,0,2.333325545019079,2.333325545019079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.011050296,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,2.333325545019079,2.333325545019079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410534.73032078,13.5,10.954451150103322,0,0,0,244.6,
0,0,0,2.333325545019079,2.333325545019079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.011391115,5.5,10.954451150103322,0,0,0,38.5,
49.4,2.3,12.8,0.5929483405154435,0.5929483405154435,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0.1,0.1,0,0.8,0,0,0.2,0.2,1071.6,60,198.6,69.06678601,33.813926673017065,76,169410534.8011238,13.5,11.753020259319731,47.935967400193455,1283.6298079526084,0.9,244.6,
0,0,0,0.399573096,0.399573096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.007874298,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,0.399573096,0.399573096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410534.7820409,13.5,10.954451150103322,0,0,0,244.6,
0,0,0,0.399573096,0.399573096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.005283713,5.5,10.954451150103322,0,0,0,38.5,
13.2,0.7,18.7,5.402591637390489,5.402591637390489,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0.1,0,0,0.8,0.1,0,0.2,0.2,954.4,60,81.4,61.408857910235625,5.0044308895724745,64.4,169410534.8,13.5,11.082934397799288,7.105662779891034,39.65419552,0.9,244.6,
0,0,0,5.958482586481589,5.958482586481589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.005999494,5.5,10.954451150103322,0,0,0,38.5,
1255.8,6,64,2.2141480899353283,2.2141480899353283,0,0,0,0,0.5,1,0,0,0,0,0,15.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1044.6,60,100.4,66.83841007547665,12.38796299059381,80.5,169410534.7939172,13.5,11.560618920963046,17.57298446540583,170.30358098936497,1,244.6,
282.6,2.9,38.3,1.5167226865433951,1.5167226865433951,0,0,0,0,0.1,0.2,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0.2,0.1,0,0.7,0,0,0.3,0.3,433.8,63,148.8,77.09571429,28.45803507670804,81.6,0.006056404,5.5,12.395842628094387,40.24573916396977,1458.4941020408164,0.9,38.5,
0,0,0,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1146,60,246,74.44546230858924,46.069201299842575,60,169410534.80644912,13.5,12.204726038760745,65.28964588016322,2146.152615464961,1,244.6,
0,0,0,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.009324503,5.5,10.954451150103322,0,0,0,38.5,
0,0.1,6.4,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0.1,0.1,960.4,60,90.4,61.87921011994541,7.300223257,63.8,169410534.8317599,13.5,11.125218269977648,10.352836078214292,67.24763872486349,0.8,244.6,
0,0,0,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.009594893,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410534.86393178,13.5,10.954451150103322,0,0,0,244.6,
0,0,0,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.009204912,5.5,10.954451150103322,0,0,0,38.5,
0,0.1,25.5,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0.1,0.1,941.4,60,71.4,60.60111111111111,2.547152346549202,63.8,169410534.8736475,13.5,11.009771783357698,3.630978733,21.976543209876542,0.3,244.6,
0,0,0,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.006921601,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410534.8796461,13.5,10.954451150103322,0,0,0,244.6,
0,0.1,6.4,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0.1,0.1,349,60,79,62.45341269841269,6.336856047734648,63.8,0.004508519,5.5,11.173879514985988,8.961667765512308,80.78866660367852,0.5,38.5,
0,0,0,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,968,60,98,62.54133133206663,9.442910965907348,60,169410534.8847195,13.5,11.184848410847149,13.383054095703688,90.21207858,1,244.6,
0,0,0,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.0032022,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,0.3994634396728447,0.3994634396728447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410534.8929277,13.5,10.954451150103322,0,0,0,244.6,
415.7,1.8,19.2,0.9299310916687676,0.9299310916687676,0,0,0,0,0.2,0.3,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0.3,0,0,0.7,0,0,0.3,0.3,343.5,60,69.9,61.44333333333334,3.147003583,68.1,0.003452396,5.5,11.083123445718396,4.450535148103979,37.55788888888888,0.3,38.5,
854.4,6,64,1.460701259167767,1.460701259167767,0,0,0,0,0.5,1,0,0,0,0,0,10.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1109,60,111,71.22948535339789,15.984395836178468,78.6,169410534.8933025,13.5,11.931304965780306,22.65111428187245,257.29477346384834,1,244.6,
659.4,6,64,6712.266892,6712.266892,0,0,0,0,0.5,1,0,0,0,0,0,8.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,407.7,66,83.1,73.41380952380953,8.070913178178467,74.7,6.308555603027344e-05,5.5,12.115209367364171,11.41399487731573,72.41752154195012,0.9,38.5,
14.7,0.6,6.4,32263.876923076925,32263.876923076925,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0.9,0,0,0.1,0.1,1083,60.6,85,70.23220246858405,9.465853811106346,60.6,169410534.9045597,13.5,11.85405704053472,13.397743557461704,89.83149087654189,1,244.6,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.00316751,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410534.9085613,13.5,10.954451150103322,0,0,0,244.6,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,292.2,49.2,60,55.28857142857144,5.135540622575425,49.2,0.004017901,5.5,10.50760435,7.262751198564135,44.19469387755102,0.6,38.5,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,822,42,60,52.77726884570537,8.707890349325712,60,169410534.9144283,13.5,10.270346687545516,12.331546084604703,76.08998872642636,1,244.6,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.012629294,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410534.9410929,13.5,10.954451150103322,0,0,0,244.6,
0,0.1,6.4,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0.1,0.1,360.4,60,90.4,65.43007936507937,11.293641493931002,63.8,0.012822819,5.5,11.43482488517838,15.971620969296769,163.0565554925674,0.8,38.5,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,968,60,98,62.54133133206663,9.442910965907348,60,169410534.9596543,13.5,11.184848410847149,13.383054095703688,90.21207858,1,244.6,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.006864285,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410534.96567643,13.5,10.954451150103322,0,0,0,244.6,
0,0.1,6.4,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0.1,0.1,364.2,60,94.2,67.33007936507936,13.193641493931002,63.8,0.006435084,5.5,11.596360279165705,18.658626737805648,199.1565554925674,0.9,38.5,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,968,60,98,62.54133133206663,9.442910965907348,60,169410534.9814383,13.5,11.184848410847149,13.383054095703688,90.21207858,1,244.6,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.003215122,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410534.99179578,13.5,10.954451150103322,0,0,0,244.6,
0,0,0,32263.876923076925,32263.876923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.003103495,5.5,10.954451150103322,0,0,0,38.5,
588.6,2.4,25.6,19359.19288641087,19359.19288641087,0,0,0,0,0.2,0.4,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0.4,0,0,0.6,0,0,0.4,0.4,947,60,69.8,60.90231682146542,2.6138470053568974,66.1,169410534.99852312,13.5,11.034602011376435,3.719105194441731,17.656301912432998,0.4,244.6,
1398.8,6,64,1.900087639361832,1.900087639361832,0,0,0,0,0.5,1,0,0,0,0,0,17.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,443.6,67.7,99.6,79.98698412698413,12.84541746086631,80.6,8.080005645751953e-05,5.5,12.645725347239342,18.166163587501305,197.8544698916604,0.9,38.5,
116.6,1.2,12.8,0.8778114417123373,0.8778114417123373,0,0,0,0,0.1,0.2,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.2,0,0,0.8,0,0,0.2,0.2,1169.4,61.2,110,75.99596822166481,16.29777207930363,63.4,169410535.0056611,13.5,12.331361959675778,23.07211798811532,266.1889956148436,1,244.6,
0,0,0,0.8889227515039619,0.8889227515039619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.004999304,5.5,10.954451150103322,0,0,0,38.5,
17.2,0.6,6.4,0.8889227515039619,0.8889227515039619,0,0,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0.9,0,0,0.1,0.1,1019.6,60,149.6,65.53872456404964,21.51644749510256,71.2,169410535.02089328,13.5,11.44858588765392,30.51362212526318,584.1789336320551,0.8,244.6,
23.8,0.6,6.4,19.870390321825813,19.870390321825813,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0.9,0,0,0.1,0.1,335.4,60,65.4,61.15738095238096,2.0832065516733165,60.6,0.01952312,5.5,11.059365475903832,2.946098958600891,4.965121882086168,0.9,38.5,
0,0.2,19.2,21.97944227,21.97944227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0.2,0.2,981.6,60,91.6,63.10511348472649,8.910243651,67.6,169410535.0489885,13.5,11.23548629158375,12.637125477150471,93.99145142324645,1,244.6,
235.8,2.3,10.5,8.500450306473107,8.500450306473107,0,0,0,0,0.1,0.1,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.1,0.1,0,0.8,0,0,0.2,0.2,751.6,60,421.6,117.88825396825396,122.71291299187892,167.2,0.006566191,5.5,15.068306909422333,173.5422658314248,25862.50624,0.8,38.5,
0,0.2,12.8,0.1986077206256902,0.1986077206256902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0.2,0.2,2024.8,60,932,132.9444349432817,218.4823627437162,67.6,169410535.0559422,13.5,16.29437539883309,309.6786692730251,48283.418254126176,1,244.6,
0,0,0,0.1986077206256902,0.1986077206256902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.006113005,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,0.1986077206256902,0.1986077206256902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410535.0651833,13.5,10.954451150103322,0,0,0,244.6,
0,0,0,0.1986077206256902,0.1986077206256902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.003492308,5.5,10.954451150103322,0,0,0,38.5,
0,0.2,31.9,0.1986077206256902,0.1986077206256902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0.2,0.2,990.8,60,94.2,63.78277921,10.665790727944058,67.6,169410535.0753213,13.5,11.295504291053811,15.12074469003343,127.8967626409332,0.9,244.6,
0,0,0,0.1986077206256902,0.1986077206256902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.004466605,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,0.1986077206256902,0.1986077206256902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410535.0805742,13.5,10.954451150103322,0,0,0,244.6,
0,0.1,6.4,0.1986077206256902,0.1986077206256902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0.1,0.1,364.2,60,94.2,67.33007936507936,13.193641493931002,63.8,0.009622002,5.5,11.596360279165705,18.658626737805648,199.1565554925674,0.9,38.5,
0,0.2,12.8,0.1986077206256902,0.1986077206256902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0.2,0.2,1017.4,60,98,65.44370762,13.095505874868255,67.6,169410535.0940262,13.5,11.44235386738309,18.560527870312978,175.44278712759052,1,244.6,
1259.4,6,64,1.565066766,1.565066766,0,0,0,0,0.5,1,0,0,0,0,0,15.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,452.6,67.8,105.6,82.18269841269841,15.122818724373754,81.2,0.002761197,5.5,12.818327307519452,21.38689534131916,261.5030251,0.9,38.5,
974,3.6,38.4,2.169799813,2.169799813,0,0,0,0,0.3,0.6,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0.6,0,0,0.4,0,0,0.6,0.6,1212.6,63.6,111,78.58288107532303,15.699418329507514,69.1,169410535.0989188,13.5,12.54208901376408,22.20221644670071,246.68308706806897,1,244.6,
0,0.1,6.4,2.199756491913987,2.199756491913987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0.1,0.1,333.8,60,63.8,60.38,1.14,63.8,0.006440592,5.5,10.988607734808426,1.6122034611053284,12.996,0.1,38.5,
0,0.1,6.4,2.199756491913987,2.199756491913987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0.1,0.1,975.6,60,98,62.93133133206662,10.072382408179823,63.8,169410535.1329387,13.5,11.220484365512092,14.281538596197816,103.0120785779397,1,244.6,
0,0.1,6.4,2.199756491913987,2.199756491913987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0.1,0.1,337.6,60,67.6,60.80222222222221,2.3342247860039467,63.8,0.0139961,5.5,11.026495953131429,3.3010923499942173,27.25772839506173,0.2,38.5,
0,0,0,2.199756491913987,2.199756491913987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,968,60,98,62.54133133206663,9.442910965907348,60,169410535.14258048,13.5,11.184848410847149,13.383054095703688,90.21207858,1,244.6,
0,0,0,2.199756491913987,2.199756491913987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.012895799,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,2.199756491913987,2.199756491913987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410535.1707843,13.5,10.954451150103322,0,0,0,244.6,
0,0,0,2.199756491913987,2.199756491913987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.006777811,5.5,10.954451150103322,0,0,0,38.5,
0,0,0,2.199756491913987,2.199756491913987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,930,60,60,60,0,60,169410535.18743217,13.5,10.954451150103322,0,0,0,244.6,
0,0,0,2.199756491913987,2.199756491913987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,60,60,60,0,60,0.005999517,5.5,10.954451150103322,0,0,0,38.5,
914.6,3,32,2.163505373,2.163505373,0,0,0,0,0.3,0.5,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0.5,958.2,60,74.9,61.51307878,3.952102390449652,71.2,169410535.20341408,13.5,11.069451459906755,4.852053025833194,23.940665716917124,0.5,244.6,
1338.4,4.2,44.8,2.154381852073035,2.154381852073035,0,0,0,0,0.3,0.7,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0.7,0,0,0.3,0,0,0.7,0.7,422.2,64.2,106.5,77.53587301587301,15.914463360096846,72.4,0.009734511,5.5,12.44398824297178,22.506449921738657,286.7374540186445,0.9,38.5,
0,0,0,2.181600387499878,2.181600387499878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1045,51,111,67.78964620432885,14.418349442381995,58.2,169410535.2349172,13.5,11.64498177515373,20.43275837359909,208.94512527520024,1,244.6,
64.2,1.7,6.4,1.6170302348983967,1.6170302348983967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.9,0,0,0.1,0.1,376.2,60,106.2,65.17611111111111,14.552824353920595,75.4,0.015603113,5.5,11.396952551594254,20.58080157214798,707.0698487654321,0.3,38.5,
22.2,0.6,6.4,0.3936863517613355,0.3936863517613355,0,0,0,0,0.1,0.1,0,0,0,0,0,0.3,0,0.1,0,0,0,0,0,0.1,0,0,0.9,0,0,0.1,0.1,1093,60,214,70.77364101241037,38.35211712851878,63,169410535.24775618,13.5,11.900756992125023,54.35290848736224,1487.3535113360342,1,244.6,
28.8,0.6,6.4,0.8089721508762577,0.8089721508762577,0,0,0,0,0,0.1,0,0,0,0,0,0.4,0,0.1,0,0,0,0,0,0.1,0,0,0.9,0,0,0.1,0.1,336,60.6,66,61.75738095238096,2.0832065516733165,60.6,0.012830496,5.5,11.112832890201105,2.946098958600891,4.965121882086168,0.9,38.5,
