Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,Attack_cat
54,6,255,4.429252726604345,4.429252726604345,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,297,54,54,54,0,54,0.000794005,5.5,10.392304845413264,0,0,0,38.5,
54,6,255,4.429252726604345,4.429252726604345,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,837,54,54,54,0,54,169410360.4777436,13.5,10.392304845413264,0,0,0,244.6,
54,6,255,4.429252726604345,4.429252726604345,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,297,54,54,54,0,54,0.000655699,5.5,10.392304845413264,0,0,0,38.5,
100.4,6,88.1,8.216603886531784,8.216603886531784,0,0,0.8,0.2,0,0.2,0,0,0,0.8,1,1,0,0.1,0,0,0.1,0.1,0,1,0,0,0,0,0,1,1,851.4,54,57.2,54.82626090112158,1.3394932483435598,57.2,169410360.4945503,13.5,10.470175113599804,1.8900746818681755,2.297861659104102,0.8,244.6,
650.4,6,58.9,3.8506365770184408,3.8506365770184408,0,0,0.2,0,0.4,0.8,0,0,0,0.2,0.2,7.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,399.8,58,89.6,69.25496031746032,11.797959400319462,77,0.0026757,5.5,11.75414658,16.68483419225893,184.8657129472159,0.8,38.5,
355,6,53.7,5.253833629,5.253833629,0,0,0.6,0,0.2,0.4,0,0,0,0.6,0.6,4.4,0.1,0,0,0,0,0,0.1,1,0,0,0,0,0,1,1,1149.6,58,111,74.59448936555361,17.052520487213783,64.9,169410360.49852592,13.5,12.218492851104012,24.137044983823337,291.5748968659992,1,244.6,
112,6,48,7.196457236655197,7.196457236655197,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.1,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,0.001859903,5.5,10.770329614269006,0,0,0,38.5,
112,6,46.8,7.333732634387912,7.333732634387912,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,58,58,58,0,58,169410360.4956717,13.5,10.770329614269006,0,0,0,244.6,
112,6,45,7.587913344879695,7.587913344879695,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,0.000173211,5.5,10.770329614269006,0,0,0,38.5,
101.2,6,48.1,8.864992670674312,8.864992670674312,0,0,1,0,0,0,0,0,0,1,0.8,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,58,58,58,0,58,169410360.4985694,13.5,10.770329614269006,0,0,0,244.6,
58,6,44.7,9.060508099105355,9.060508099105355,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,5.507469177246094e-06,5.5,10.770329614269006,0,0,0,38.5,
112,6,52.8,7.467493267978781,7.467493267978781,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,58,58,58,0,58,169410360.50403172,13.5,10.770329614269006,0,0,0,244.6,
101.2,6,47.1,7.513393968824397,7.513393968824397,0,0,1,0,0,0,0,0,0,1,0.8,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,1.2302398681640624e-05,5.5,10.770329614269006,0,0,0,38.5,
58,6,46.2,7.539291710256218,7.539291710256218,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,58,58,58,0,58,169410360.5006857,13.5,10.770329614269006,0,0,0,244.6,
508,6,53.3,6.875372805129156,6.875372805129156,0,0,0.8,0,0,0.2,0,0,0,0.8,0.2,4.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,324.6,58,61.2,58.65206349,1.278943614116521,59.6,0.003099084,5.5,10.830437400421973,1.8086994045940457,4.113846308893928,0.4,38.5,
112,6,50.4,7.538922321848621,7.538922321848621,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,915,58,66,59.07003424508069,2.7064848767412952,58,169410360.5037701,13.5,10.869597319685845,3.835345258864527,7.399318917438016,1,244.6,
112,6,47,7.367869876027416,7.367869876027416,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,1.2493133544921876e-05,5.5,10.770329614269006,0,0,0,38.5,
106.6,6,46.7,7.61448075,7.61448075,0,0,1,0,0,0,0,0,0,1,0.9,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,58,58,58,0,58,169410360.5045253,13.5,10.770329614269006,0,0,0,244.6,
63.4,6,47,7.618340785081285,7.618340785081285,0,0,1,0,0,0,0,0,0,1,0.1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,1.1897087097167968e-05,5.5,10.770329614269006,0,0,0,38.5,
79.6,6,47.7,7.380440660567044,7.380440660567044,0,0,1,0,0,0,0,0,0,1,0.4,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,58,58,58,0,58,169410360.5078484,13.5,10.770329614269006,0,0,0,244.6,
718.6,7.1,75.9,4.759738765300279,4.759738765300279,0,0,0.5,0,0.4,0.4,0,0,0,0.5,0.3,6,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,512.3,58,145.8,81.2097619,35.55155202887239,114.8,0.082438493,5.5,12.59822915800137,50.27748704264405,2557.451428004535,0.5,38.5,
933.4,6,64,2.300836312977059,2.300836312977059,0,0,0,0,0.5,1,0,0,0,0,0,11.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1589.1,58,255,103.23361190409176,65.43951416771499,80.5,169410360.58887202,13.5,14.371530286148396,92.74723929,4325.757987,1,244.6,
186.3,6,215.2,1.026695294740475,1.026695294740475,0,0,0,0.8,0,1,0,0,0,0,0.8,2.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,309,55.2,66,57.51476190476192,4.166413103346633,55.2,0.009365606,5.5,10.721331399066443,5.892197917201782,19.86048752834467,0.9,38.5,
54,6,255,0.8740334349821948,0.8740334349821948,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,849,54,66,54.80252568381052,2.9819718839707416,54,169410360.5985077,13.5,10.469534792113333,4.2262276091695865,8.996218362343019,1,244.6,
54,6,255,0.8740334349821948,0.8740334349821948,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,297,54,54,54,0,54,0.000551414,5.5,10.392304845413264,0,0,0,38.5,
54,6,255,0.8740334349821948,0.8740334349821948,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,837,54,54,54,0,54,169410360.5991693,13.5,10.392304845413264,0,0,0,244.6,
611.4,6,134.2,8.886862477,8.886862477,0,0,0.4,0.4,0,0.6,0,0,0,0.4,0.8,5.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,314.2,54,61.2,56.24,2.9593645714280887,58,0.008600187,5.5,10.604160189087947,4.185173512920046,14.700190476190476,0.6,38.5,
112,6,49.5,20.792076902801124,20.792076902801124,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,54,66,58,3.5669953071786624,58,169410360.6077147,13.5,10.770329614269006,5.055876283888329,12.89093725675769,1,244.6,
112,6,46.4,21.65878731817425,21.65878731817425,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,2.100467681884765e-05,5.5,10.770329614269006,0,0,0,38.5,
112,6,48,22.484371468155192,22.484371468155192,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,58,58,58,0,58,169410360.6080656,13.5,10.770329614269006,0,0,0,244.6,
101.2,6,42.9,22.581644332825498,22.581644332825498,0,0,1,0,0,0,0,0,0,1,0.8,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,3.886222839355469e-06,5.5,10.770329614269006,0,0,0,38.5,
58,6,52.9,22.57976366719604,22.57976366719604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,58,58,58,0,58,169410360.6,13.5,10.770329614269006,0,0,0,244.6,
58,6,51.6,22.57976366719604,22.57976366719604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,4.320144653320312e-05,5.5,10.770329614269006,0,0,0,38.5,
58,6,46.5,22.57976366719604,22.57976366719604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,58,58,58,0,58,169410360.60853702,13.5,10.770329614269006,0,0,0,244.6,
58,6,49.8,22.57976366719604,22.57976366719604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,0.009631896,5.5,10.770329614269006,0,0,0,38.5,
58,6,45.7,22.57976366719604,22.57976366719604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,58,58,58,0,58,169410360.6179751,13.5,10.770329614269006,0,0,0,244.6,
58,6,46.5,22.57976366719604,22.57976366719604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,1.270771026611328e-05,5.5,10.770329614269006,0,0,0,38.5,
58,6,51.1,22.57976366719604,22.57976366719604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,58,58,58,0,58,169410360.6179917,13.5,10.770329614269006,0,0,0,244.6,
58,6,46.4,22.57976366719604,22.57976366719604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,3.2782554626464844e-05,5.5,10.770329614269006,0,0,0,38.5,
55.6,6,172.1,22.57976366719604,22.57976366719604,0,0,0.4,0.6,0,0.6,0,0,0,0.4,0.6,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,885.8,54.8,58,57.23479173045736,1.3198183488542163,55.6,169410360.61854511,13.5,10.698355252339418,1.870222665025273,2.244676063536235,0.8,244.6,
56.8,6,113.3,22.57976366719604,22.57976366719604,0,0,0.7,0.3,0,0.3,0,0,0,0.7,0.3,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,316.6,56.8,58,57.74111111,0.4818864772080827,56.8,5.79833984375e-05,5.5,10.746192236481363,0.681490392,0.7875432098765431,0.3,38.5,
54.4,6,233.4,22.57976366719604,22.57976366719604,0,0,0.1,0.9,0,0.9,0,0,0,0.1,0.9,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,865.4,54,58,55.89255993,1.9677848779899887,54.4,169410360.6184627,13.5,10.571600868684929,2.778613226,3.861130685215625,1,244.6,
58,6,50,22.57976366719604,22.57976366719604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,4.696846008300781e-06,5.5,10.770329614269006,0,0,0,38.5,
106,7.1,113.6,18.970665183145865,18.970665183145865,0,0,0.7,0.2,0,0.2,0,0,0,0.7,0.3,0.3,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,933.8,56.4,95.6,59.779394564843486,8.537793959,76,169410360.6599861,13.5,10.933279304460925,12.217665000144407,354.6754148705029,0.4,244.6,
101.2,6,50.9,8.694753294220687,8.694753294220687,0,0,1,0,0,0,0,0,0,1,0.8,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,4.601478576660156e-06,5.5,10.770329614269006,0,0,0,38.5,
112,6,46.9,8.650173005253988,8.650173005253988,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,899,58,58,58,0,58,169410360.6414375,13.5,10.770329614269006,0,0,0,244.6,
1066.4,6,56.2,5.286425364434114,5.286425364434114,0,0,0.4,0,0.4,0.6,0,0,0,0.4,0.1,10.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,457.8,58,159.6,75.69531746031745,33.16167808995308,89.9,0.047520685,5.5,12.227229501712513,46.89769490586236,2087.97385,0.6,38.5,
604,6,64,1.4334303883650317,1.4334303883650317,0,0,0,0,0.5,1,0,0,0,0,0,7.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1323,58,256,85.70603564735919,47.71767746549318,76.3,169410360.6891221,13.5,13.09854536933789,67.61074538073385,2301.965900860723,1,244.6,
1212,6,64,4.516475369053781,4.516475369053781,0,0,0,0,0.4,1,0,0,0,0,0,12.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,469.6,68.2,126.2,84.04119047619048,19.98653254401574,85.2,0.019405293,5.5,12.957890527612596,28.26522539,547.7373826530612,0.9,38.5,
83,6,255,2.552750478096089,2.552750478096089,0,0,0,1,0,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1149,54,172,74.86566777907336,29.902030414622896,54,169410360.73563737,13.5,12.239023758770056,42.35567545251582,898.8839939380147,1,244.6,
70.3,7.1,229.6,2.5767479178326416,2.5767479178326416,0,0,0,0.9,0,0.9,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,313.3,54,70.3,55.63,4.89,70.3,0.000982308,5.5,10.538823069494468,6.915504320004435,239.12099999999995,0.1,38.5,
203.8,7.1,152.5,6.071846812,6.071846812,0,0,0.3,0.5,0.1,0.6,0,0,0,0.3,0.8,1.1,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1457.4,54,508.1,89.88015945827478,109.01873421599586,163.8,169410360.7591434,13.5,13.285105424044191,154.8255986,17956.25180869116,1,244.6,
112,6,49.8,9.055713324109997,9.055713324109997,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,319,58,58,58,0,58,0.005899,5.5,10.770329614269006,0,0,0,38.5,
762.6,6,50.6,7.035241474719641,7.035241474719641,0,0,0.8,0,0.2,0.2,0,0,0,0.8,0.6,6.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,919.4,58,75.8,59.02684210526316,3.911922960766333,75.8,169410360.80170262,13.5,10.795592414717529,1.642105263157895,6.741274238227147,0.2,244.6,
1255.4,6,64,2.2149028270322293,2.2149028270322293,0,0,0,0,0.5,1,0,0,0,0,0,15.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,444.6,67.8,100.4,80.30111111111111,13.072715542687764,80.5,0.007364893,5.5,12.670529852297896,18.48761161751459,204.04558289241623,0.9,38.5,
1802.7,7.1,115,2.786977081,2.786977081,0,0,0,0.3,0.3,0.9,0,0,0,0.2,0.3,16.4,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1354,62.4,189.8,86.35988985043164,34.795249601588566,100,169410360.97782537,13.5,13.14691183522369,49.29851167930015,1483.5044291101872,1,244.6,
606.8,6,178.6,1.806997555784152,1.806997555784152,0,0,0,0.6,0.2,1,0,0,0,0,0.6,7.6,0,0,0,0,0,0.1,0,1,0,0,0,0,0,1,1,325.2,54,71.4,57.16357142857142,5.741382188872403,65.1,0.00578382,5.5,10.684870024259556,8.119540558270678,88.96315816,0.4,38.5,
710,6,64,3995.810013757689,3995.810013757689,0,0,0,0,0.5,1,0,0,0,0,0,8.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1091.8,54,111,70.11296354960828,18.20170953023211,78.6,169410360.8892437,13.5,11.843177590354788,25.798442176870225,333.23969539634896,1,244.6,
650.2,6,83.1,1.4594921483183376,1.4594921483183376,0,0,0,0.1,0.5,1,0,0,0,0,0.1,8.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,404.8,60.7,85,74.99861111,9.488092604240991,73.5,0.000113082,5.5,12.24341889823847,13.418189241969472,101.03867779982362,0.9,38.5,
871.2,6,197.7,65979.08491923797,65979.08491923797,0,0,0,0.7,0,1,0,0,0,0,0.7,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1048.8,54,85,68.09339260713486,11.68726652773514,57.6,169410360.9166722,13.5,11.66789864036744,16.570744084751574,137.61123573456422,1,244.6,
83,6,150.2,8.077722302910422,8.077722302910422,0,0,0.5,0.5,0,0.5,0,0,0,0.5,1,1,0,0,0,0,0,0.1,0,1,0,0,0,0,0,1,1,306.2,54,57.6,55.602063492063486,1.7461951419468815,56,0.011882401,5.5,10.54514377871013,2.4694928522912925,3.391703451751072,0.9,38.5,
95.8,6,91.1,6.924004063020398,6.924004063020398,0,0,0.7,0.2,0,0.3,0,0,0,0.7,0.9,1,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,875.8,54,60.4,56.44605771077907,2.2449239076462133,58,169410360.93356052,13.5,10.624527841710757,3.1836929802262697,5.236803256661984,1,244.6,
142.7,7.1,124.4,6.385966757,6.385966757,0,0,0.5,0.4,0,0.4,0,0,0,0.5,0.9,0.9,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,453.3,54,200.7,86.82916666666667,56.00357845005502,72.3,0.0111871,5.5,13.08281161323356,79.20102018549342,3592.7837113095243,0.9,38.5,
88.8,6,128.5,6.908942599575953,6.908942599575953,0,0,0.6,0.4,0,0.4,0,0,0,0.6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1034,54,217,67.09929164445806,39.963749679407165,56.4,169410360.97017547,13.5,11.585900014756282,56.64174024688701,1615.763824175895,1,244.6,
506.5,6,113.5,6.446488727,6.446488727,0,0,0.5,0.3,0.1,0.5,0,0,0,0.5,0.8,4.7,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,335.2,55.2,75,61.12579365079366,6.515253358135143,60.2,0.021805596,5.5,11.05513083601527,9.213959661371572,51.77111407155455,0.9,38.5,
1216.4,6,78.5,4.266821346403345,4.266821346403345,0,0,0.3,0.1,0.4,0.7,0,0,0,0.3,0.4,13.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1134.2,54,246,73.38093465873652,46.86989706753548,85.8,169410361.0025931,13.5,12.109466645811445,66.42579534079059,2222.0357207248644,1,244.6,
1310.7,6,64,1.7662622848587453,1.7662622848587453,0,0,0,0,0.5,1,0,0,0,0,0,15.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,442.9,66,101.3,78.46019841269842,14.862055865549324,81.3,7.579326629638671e-05,5.5,12.519220485557138,21.018120969806464,259.6713646856891,0.9,38.5,
1039.6,6,95.4,7.3117776628526014,7.3117776628526014,0,0,0.5,0.2,0,0.5,0,0,0,0.5,0.7,9.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1140.4,55.6,111,74.10269510288474,17.508110735477235,59.6,169410361.0542634,13.5,12.17709058108813,24.78597372165023,307.4079902431266,1,244.6,
205.8,8.2,169.7,5.066272810568135,5.066272810568135,0,0,0.2,0.6,0,0.6,0,0,0,0.2,0.8,0.8,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,511.6,70.3,217,107.56980158730155,61.14737955438088,87.1,0.021569705,5.5,14.474224964121891,86.47545346938074,4202.395691405265,0.9,38.5,
1249.1,6,112.7,5.541929448562109,5.541929448562109,0,0,0.4,0.2,0.4,0.6,0,0,0,0.4,0.6,11.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1408.4,54,231.1,90.68729032362548,66.45012008077929,98.4,169410361.1296509,13.5,13.468014123174362,94.21988023599992,4450.971270249325,1,244.6,
1259.3,6,64,1.5652322547301476,1.5652322547301476,0,0,0,0,0.5,1,0,0,0,0,0,15.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,449.8,66,106.5,80.91555555555556,17.46132867116904,81.2,0.000120497,5.5,12.713400779428614,24.69404782382143,340.9838051146384,0.9,38.5,
1423.9,6,78.2,4.053082149199816,4.053082149199816,0,0,0.2,0.1,0.2,0.8,0,0,0,0.2,0.3,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1191.4,60.4,111,77.30076378300062,16.345516767739973,65.8,169410361.12421578,13.5,12.435578149289745,23.16300533764532,268.4728896569669,1,244.6,
1149.2,7.1,153.5,9.266009292119012,9.266009292119012,0,0,0.3,0.4,0.1,0.6,0,0,0,0.3,0.7,9.6,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,434,55.6,174,75.2152381,40.39978035,78.6,0.060242796,5.5,12.222190713613037,57.13391728670045,2567.2995192743765,0.9,38.5,
1694.1,6,80.6,4.456666670342374,4.456666670342374,0,0,0.2,0.1,0.4,0.8,0,0,0,0.2,0.3,19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1303.8,54,254,83.74705206472234,60.97640854191052,90.3,169410361.2107968,13.5,12.945207970513836,86.42148345777014,3762.118392439719,1,244.6,
2242.6,6,82.3,3.244872956,3.244872956,0,0,0.1,0.1,0.3,0.9,0,0,0,0.1,0.2,23.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,425.8,65.6,110,82.28099206349205,15.671871191762945,72.1,0.0212044,5.5,12.803275806575927,22.16337278715536,275.8603671422273,0.9,38.5,
